S21 dB20 X,S21 dB20 Y
69500000000,-21.68191915055189
69600000000,-21.76031643773452
69700000000,-21.83840686740455
69800000000,-21.91685107706762
69900000000,-21.99626136222317
70000000000,-22.07709949419651
70100000000,-22.15959856160523
70200000000,-22.24372410632912
70300000000,-22.32917956583899
70400000000,-22.41545691708936
70500000000,-22.50192140400913
70600000000,-22.58791653590418
70700000000,-22.6728713826455
70800000000,-22.75639215120701
70900000000,-22.83832440294597
71000000000,-22.91877599517335
71100000000,-22.99809817212047
71200000000,-23.07682719566204
71300000000,-23.15559597777176
71400000000,-23.23502941652595
71500000000,-23.31564099775468
71600000000,-23.39774677885961
71700000000,-23.48141323367599
71800000000,-23.56644626282568
71900000000,-23.6524247311231
72000000000,-23.73877103548118
72100000000,-23.82484716282943
72200000000,-23.91005895045327
72300000000,-23.99395213191596
72400000000,-24.07628420675078
72500000000,-24.15706189465696
72600000000,-24.2365382548535
72700000000,-24.31517051777993
72800000000,-24.39354498441064
72900000000,-24.47228073949837
73000000000,-24.55192777748788
73100000000,-24.63287586419685
73200000000,-24.71529038137479
73300000000,-24.79908530179255
73400000000,-24.88393865493488
73500000000,-24.96934692286289
73600000000,-25.0547092047851
73700000000,-25.13942584329417
73800000000,-25.22299565776252
73900000000,-25.30509592717825
74000000000,-25.38563283792966
74100000000,-25.46475466708816
74200000000,-25.54282681406933
74300000000,-25.6203713865597
74400000000,-25.69798222327174
74500000000,-25.77622723024069
74600000000,-25.85555531671056
74700000000,-25.93622250730165
74800000000,-26.01825017101085
74900000000,-26.10142266976164
75000000000,-26.18532427963672
75100000000,-26.26940905840821
75200000000,-26.35309092239627
75300000000,-26.43583922058827
75400000000,-26.51726397370978
75500000000,-26.59717723305566
75600000000,-26.67562172129958
75700000000,-26.75286262760434
75800000000,-26.82934349697448
75900000000,-26.90561408831707
76000000000,-26.98224044313762
76100000000,-27.05971229576669
76200000000,-27.13836292930123
76300000000,-27.21831491060172
76400000000,-27.29946051849445
76500000000,-27.38148127748088
76600000000,-27.46390163143417
76700000000,-27.54616812817345
76800000000,-27.6277399539344
76900000000,-27.70817643408729
77000000000,-27.78720698176495
77100000000,-27.86477328906363
77200000000,-27.94103699660798
77300000000,-28.01635257663187
77400000000,-28.09120947420689
77500000000,-28.16615215053933
77600000000,-28.24169133520471
77700000000,-28.31822059060224
77800000000,-28.39595222828434
77900000000,-28.47488323343967
78000000000,-28.55479668598149
78100000000,-28.63529968198238
78200000000,-28.7158882455427
78300000000,-28.79603112857682
78400000000,-28.87525589609702
78500000000,-28.95322432894749
78600000000,-29.02978611608992
78700000000,-29.10500126890153
78800000000,-29.17912923868979
78900000000,-29.25258615884351
79000000000,-29.3258770640162
79100000000,-29.39951364686243
79200000000,-29.47393078598374
79300000000,-29.54941575603776
79400000000,-29.62606161683474
79500000000,-29.70375324205339
79600000000,-29.78218753052604
79700000000,-29.86092466132907
79800000000,-29.93946103810439
79900000000,-30.01731176464301
80000000000,-30.09408886944887
80100000000,-30.1695626812289
80200000000,-30.24369778361331
80300000000,-30.31665715850176
80400000000,-30.38877496333001
80500000000,-30.46050192604499
80600000000,-30.53233177304344
80700000000,-30.60472130007892
80800000000,-30.67801527750053
80900000000,-30.75239116487438
81000000000,-30.82783040812727
81100000000,-30.9041231746755
81200000000,-30.98090397724437
81300000000,-31.0577129454417
81400000000,-31.13407153458697
81500000000,-31.20956016604616
81600000000,-31.28388558036848
81700000000,-31.35692666385716
81800000000,-31.42875295988809
81900000000,-31.49961214409966
82000000000,-31.56988924115928
82100000000,-31.6400439263694
82200000000,-31.71053558880829
82300000000,-31.78174871802566
82400000000,-31.85393007601652
82500000000,-31.92714925337881
82600000000,-32.0012883426785
82700000000,-32.07606254477069
82800000000,-32.15106837109579
82900000000,-32.22585046176921
83000000000,-32.29997602561761
83100000000,-32.37310478184072
83200000000,-32.44504281173046
83300000000,-32.51577283630763
83400000000,-32.58545563140587
83500000000,-32.65440325384498
83600000000,-32.72302792037725
83700000000,-32.79177482911229
83800000000,-32.86104972696442
83900000000,-32.93115277714195
84000000000,-33.00223004319719
84100000000,-33.07425030156134
84200000000,-33.14701173679928
84300000000,-33.220176155304
84400000000,-33.29332557165014
84500000000,-33.36603100216298
84600000000,-33.43792214248266
84700000000,-33.50874685484324
84800000000,-33.57841054446449
84900000000,-33.64699047455787
85000000000,-33.71472225408083
85100000000,-33.78196089043942
85200000000,-33.84912297885975
85300000000,-33.91661852326018
85400000000,-33.98478447757063
85500000000,-34.05382971848923
85600000000,-34.12380175571757
85700000000,-34.19457995510317
85800000000,-34.26589656873056
85900000000,-34.33738203616522
86000000000,-34.40862600113416
86100000000,-34.47924467935788
86200000000,-34.54894264655511
86300000000,-34.61755988298935
86400000000,-34.68509662451844
86500000000,-34.75171204443203
86600000000,-34.81769786043419
86700000000,-34.88343037642517
86800000000,-34.94930918979167
86900000000,-35.01569175202437
87000000000,-35.0828355145655
87100000000,-35.15085593655013
87200000000,-35.21970882714974
87300000000,-35.28919847559532
87400000000,-35.35901126902984
87500000000,-35.42876783330519
87600000000,-35.49808564909493
87700000000,-35.56664126421084
87800000000,-35.63422211901022
87900000000,-35.70075985860973
88000000000,-35.76634081910242
88100000000,-35.8311904567215
88200000000,-35.89563677119139
88300000000,-35.96005612481213
88400000000,-36.02481194773507
88500000000,-36.09019559495906
88600000000,-36.15637871409832
88700000000,-36.22338616344216
88800000000,-36.2910925673289
88900000000,-36.35924452501919
89000000000,-36.42750297983422
89100000000,-36.49549968794928
89200000000,-36.56289706432294
89300000000,-36.62944329911861
89400000000,-36.69501206723028
89500000000,-36.75962220022646
89600000000,-36.82343348691079
89700000000,-36.88672022691649
89800000000,-36.94982597087809
89900000000,-37.01310726277524
90000000000,-37.07687554486763
90100000000,-37.14134616960975
90200000000,-37.20660377641154
90300000000,-37.27258925701729
90400000000,-37.33911053978935
90500000000,-37.40587534464148
90600000000,-37.47253976045451
90700000000,-37.53876527097765
90800000000,-37.60427350541599
90900000000,-37.66889122780782
91000000000,-37.73257740269473
91100000000,-37.7954289793457
91200000000,-37.85766428891384
91300000000,-37.91958711498553
91400000000,-37.98153641915292
91500000000,-38.04383128045629
91600000000,-38.10671845536908
91700000000,-38.17033221011404
91800000000,-38.23467340237573
91900000000,-38.2996099274737
92000000000,-38.3648996274834
92100000000,-38.43023118251118
92200000000,-38.49527557844973
92300000000,-38.55974014393278
92400000000,-38.62341582650694
92500000000,-38.68621047677622
92600000000,-38.74816306835164
92700000000,-38.80943630700338
92800000000,-38.87028976367634
92900000000,-38.93103667543625
93000000000,-38.99199285437027
93100000000,-39.05342472658668
93200000000,-39.11550610803531
93300000000,-39.17828980927086
93400000000,-39.2417002249835
93500000000,-39.30554656154014
93600000000,-39.36955520611238
93700000000,-39.43341559025108
93800000000,-39.49683123304866
93900000000,-39.55956814234604
94000000000,-39.6214923975315
94100000000,-39.68259114121337
94200000000,-39.74297395122234
94300000000,-39.80285410102358
94400000000,-39.86251322950154
94500000000,-39.92225499864703
94600000000,-39.9823552402916
94700000000,-40.04301662186202
94800000000,-40.10433596123667
94900000000,-40.16628887563029
95000000000,-40.22873479938842
95100000000,-40.29144093127634
95200000000,-40.35412175203501
95300000000,-40.41648591883214
95400000000,-40.47828462898052
95500000000,-40.53935128011158
95600000000,-40.59962854329904
95700000000,-40.65917663617948
95800000000,-40.71816276123517
95900000000,-40.77683322751388
96000000000,-40.83547258288667
96100000000,-40.89435698971756
96200000000,-40.95370853751729
96300000000,-41.01365943350733
96400000000,-41.07423033841935
96500000000,-41.13532795765944
96600000000,-41.19676154969183
96700000000,-41.25827497212961
96800000000,-41.31958956774569
96900000000,-41.38045021544209
97000000000,-41.44066685048598
97100000000,-41.50014506443764
97200000000,-41.5589007714395
97300000000,-41.6170568576199
97400000000,-41.67482245427657
97500000000,-41.73245814117051
97600000000,-41.79023295950391
97700000000,-41.8483798762039
97800000000,-41.90705797642144
97900000000,-41.966326216577
98000000000,-42.02613479294629
98100000000,-42.08633395903018
98200000000,-42.14669993004095
98300000000,-42.20697207909208
98400000000,-42.26689670266684
98500000000,-42.32626811382664
